rank,iso6393,iso6391,languageLabel,defaultScript,defaultScriptName,orthographyId,orthographyScriptCode,orthographyScriptName,orthographyPriority,orthographySource,reviewStatus,verificationStatus
155,isv,,Interslavic,Cyrl,Cyrillic,isv-cyrl,Cyrl,Cyrillic,primary,cldr-default+wikidata,needs-review,verified-by-wikidata
155,isv,,Interslavic,Cyrl,Cyrillic,isv-latn,Latn,Latin,secondary,wikidata-writing-system,needs-review,needs-review
156,tyv,,Tuvan,Cyrl,Cyrillic,tyv-cyrl,Cyrl,Cyrillic,primary,cldr-default+wikidata,needs-review,verified-by-wikidata
156,tyv,,Tuvan,Cyrl,Cyrillic,tyv-latn,Latn,Latin,secondary,wikidata-writing-system,needs-review,needs-review
157,lmo,,Lombard,Latn,Latin,lmo-latn,Latn,Latin,primary,cldr-default+wikidata,needs-review,needs-review
158,ota,,Ottoman Turkish,Arab,Arabic,ota-arab,Arab,Arabic,primary,cldr-default+wikidata,needs-review,needs-review
159,myv,,Erzya,Cyrl,Cyrillic,myv-cyrl,Cyrl,Cyrillic,primary,cldr-default+wikidata,needs-review,verified-by-wikidata
160,bal,,Balochi,Arab,Arabic,bal-arab,Arab,Arabic,primary,omniglot-langalph+wws,needs-review,needs-review
161,yor,yo,Yoruba,Latn,Latin,yor-latn,Latn,Latin,primary,cldr-default,needs-review,needs-review
162,pms,,Piedmontese,Latn,Latin,pms-latn,Latn,Latin,primary,cldr-default+wikidata,needs-review,needs-review
163,ady,,Adyghe,Cyrl,Cyrillic,ady-cyrl,Cyrl,Cyrillic,primary,cldr-default+wikidata,needs-review,verified-by-wikidata
163,ady,,Adyghe,Cyrl,Cyrillic,ady-arab,Arab,Arabic,secondary,wikidata-writing-system,needs-review,needs-review
164,wol,wo,Wolof,Latn,Latin,wol-latn,Latn,Latin,primary,cldr-default+wikidata,needs-review,needs-review
164,wol,wo,Wolof,Latn,Latin,wol-arab,Arab,Arabic,secondary,omniglot-langalph+wws,needs-review,pending-manual-review
164,wol,wo,Wolof,Latn,Latin,wol-gara,Gara,Garay,secondary,wikidata-writing-system,needs-review,needs-review
165,fur,,Friulian,Latn,Latin,fur-latn,Latn,Latin,primary,cldr-default+wikidata,needs-review,needs-review
166,smo,sm,Samoan,Latn,Latin,smo-latn,Latn,Latin,primary,cldr-default+wikidata,needs-review,needs-review
167,rue,,Rusyn,Cyrl,Cyrillic,rue-cyrl,Cyrl,Cyrillic,primary,cldr-default+wikidata,needs-review,verified-by-wikidata
168,sot,st,Sesotho,Latn,Latin,sot-latn,Latn,Latin,primary,cldr-default+wikidata,needs-review,needs-review
169,hat,ht,Haitian Creole,Latn,Latin,hat-latn,Latn,Latin,primary,cldr-default+wikidata,needs-review,needs-review
170,syc,,Syriac,Syrc,Syriac,syc-syrc,Syrc,Syriac,primary,cldr-default+wikidata,needs-review,needs-review
170,syc,,Syriac,Syrc,Syriac,syc-syre,Syre,Estrangelo Syriac,secondary,wikidata-writing-system,needs-review,needs-review
171,kom,kv,Komi,Cyrl,Cyrillic,kom-cyrl,Cyrl,Cyrillic,primary,cldr-default+wikidata,needs-review,verified-by-wikidata
171,kom,kv,Komi,Cyrl,Cyrillic,kom-perm,Perm,Old Permic,secondary,wikidata-writing-system,needs-review,needs-review
172,kin,rw,Kinyarwanda,Latn,Latin,kin-latn,Latn,Latin,primary,cldr-default+wikidata,needs-review,needs-review
173,hif,,Fiji Hindi,Deva,Devanagari,hif-deva,Deva,Devanagari,primary,cldr-default+wikidata,needs-review,needs-review
174,tpi,,Tok Pisin,Latn,Latin,tpi-latn,Latn,Latin,primary,cldr-default+wikidata,needs-review,needs-review
175,nav,nv,Navajo,Latn,Latin,nav-latn,Latn,Latin,primary,cldr-default+wikidata,needs-review,needs-review
176,ton,to,Tongan,Latn,Latin,ton-latn,Latn,Latin,primary,cldr-default+wikidata,needs-review,needs-review
177,nob,nb,Bokmål,Latn,Latin,nob-latn,Latn,Latin,primary,cldr-default+wikidata,needs-review,needs-review
178,nno,nn,Nynorsk,Latn,Latin,nno-latn,Latn,Latin,primary,cldr-default+wikidata,needs-review,needs-review
179,kok,,Konkani,Deva,Devanagari,kok-deva,Deva,Devanagari,primary,cldr-default+wikidata,needs-review,verified-by-wikidata
179,kok,,Konkani,Deva,Devanagari,kok-arab,Arab,Arabic,secondary,wikidata-writing-system,needs-review,verified-by-wikidata
179,kok,,Konkani,Deva,Devanagari,kok-knda,Knda,Kannada,secondary,wikidata-writing-system,needs-review,verified-by-wikidata
179,kok,,Konkani,Deva,Devanagari,kok-latn,Latn,Latin,secondary,wikidata-writing-system,needs-review,needs-review
179,kok,,Konkani,Deva,Devanagari,kok-mlym,Mlym,Malayalam,secondary,wikidata-writing-system,needs-review,verified-by-wikidata
180,mai,,Maithili,Deva,Devanagari,mai-deva,Deva,Devanagari,primary,cldr-default+wikidata,needs-review,verified-by-wikidata
180,mai,,Maithili,Deva,Devanagari,mai-kthi,Kthi,Kaithi,secondary,wikidata-writing-system,needs-review,needs-review
180,mai,,Maithili,Deva,Devanagari,mai-tirh,Tirh,Tirhuta,secondary,wikidata-writing-system,needs-review,needs-review
181,mnc,,Manchu,Mong,Mongolian,mnc-mong,Mong,Mongolian,primary,cldr-default+wikidata,needs-review,verified-by-wikidata
182,liv,,Livonian,Latn,Latin,liv-latn,Latn,Latin,primary,cldr-default+wikidata,needs-review,needs-review
183,nov,,Q36738,Latn,Latin,nov-latn,Latn,Latin,primary,cldr-default+wikidata,needs-review,needs-review
184,tsn,tn,Tswana,Latn,Latin,tsn-latn,Latn,Latin,primary,cldr-default+wikidata,needs-review,needs-review
185,vec,,Venetian,Latn,Latin,vec-latn,Latn,Latin,primary,cldr-default+wikidata,needs-review,needs-review
186,sux,,Sumerian,Xsux,Sumero-Akkadian Cuneiform,sux-xsux,Xsux,Sumero-Akkadian Cuneiform,primary,cldr-default+wikidata,needs-review,verified-by-wikidata
187,hsb,,Upper Sorbian,Latn,Latin,hsb-latn,Latn,Latin,primary,cldr-default+wikidata,needs-review,needs-review
188,lim,li,Limburgish language,Latn,Latin,lim-latn,Latn,Latin,primary,cldr-default+wikidata,needs-review,needs-review
189,tlh,,Klingon,Piqd,Piqd,tlh-piqd,Piqd,Piqd,primary,cldr-default+wikidata,needs-review,needs-review
190,new,,Newar,Deva,Devanagari,new-deva,Deva,Devanagari,primary,cldr-default+wikidata,needs-review,verified-by-wikidata
190,new,,Newar,Deva,Devanagari,new-ranj,Ranj,Ranj,secondary,wikidata-writing-system,needs-review,needs-review
191,bua,,Buryat,Cyrl,Cyrillic,bua-cyrl,Cyrl,Cyrillic,primary,cldr-default+wikidata,needs-review,verified-by-wikidata
191,bua,,Buryat,Cyrl,Cyrillic,bua-latn,Latn,Latin,secondary,wikidata-writing-system,needs-review,needs-review
191,bua,,Buryat,Cyrl,Cyrillic,bua-mong,Mong,Mongolian,secondary,wikidata-writing-system,needs-review,verified-by-wikidata
192,lld,,Ladin,Latn,Latin,lld-latn,Latn,Latin,primary,cldr-default+wikidata,needs-review,needs-review
193,sme,se,Northern Sami,Latn,Latin,sme-latn,Latn,Latin,primary,cldr-default+wikidata,needs-review,needs-review
194,ssw,ss,Swazi,Latn,Latin,ssw-latn,Latn,Latin,primary,cldr-default+wikidata,needs-review,needs-review
195,aar,aa,Afar,Latn,Latin,aar-latn,Latn,Latin,primary,cldr-default+wikidata,needs-review,needs-review
195,aar,aa,Afar,Latn,Latin,aar-ethi,Ethi,Ethiopic,secondary,wikidata-writing-system,needs-review,needs-review
196,lez,,Lezgian,Cyrl,Cyrillic,lez-cyrl,Cyrl,Cyrillic,primary,cldr-default+wikidata,needs-review,needs-review
197,bho,,Bhojpuri,Deva,Devanagari,bho-deva,Deva,Devanagari,primary,cldr-default+wikidata,needs-review,verified-by-wikidata
197,bho,,Bhojpuri,Deva,Devanagari,bho-kthi,Kthi,Kaithi,secondary,wikidata-writing-system,needs-review,verified-by-wikidata
198,kaa,,Karakalpak,Cyrl,Cyrillic,kaa-cyrl,Cyrl,Cyrillic,primary,cldr-default+wikidata,needs-review,verified-by-wikidata
198,kaa,,Karakalpak,Cyrl,Cyrillic,kaa-arab,Arab,Arabic,secondary,omniglot-langalph+wws,needs-review,pending-manual-review
198,kaa,,Karakalpak,Cyrl,Cyrillic,kaa-latn,Latn,Latin,secondary,wikidata-writing-system,needs-review,needs-review
199,dsb,,Lower Sorbian,Latn,Latin,dsb-latn,Latn,Latin,primary,cldr-default+wikidata,needs-review,needs-review
200,mni,,Meitei,Beng,Bangla,mni-beng,Beng,Bangla,primary,cldr-default+wikidata,needs-review,needs-review
200,mni,,Meitei,Beng,Bangla,mni-mtei,Mtei,Meitei Mayek,secondary,wikidata-writing-system,needs-review,needs-review
201,rup,,Aromanian,Latn,Latin,rup-latn,Latn,Latin,primary,cldr-default+wikidata,needs-review,needs-review
201,rup,,Aromanian,Latn,Latin,rup-grek,Grek,Greek,secondary,omniglot-langalph+wws,needs-review,pending-manual-review
202,iku,iu,Inuktitut,Cans,Unified Canadian Aboriginal Syllabics,iku-cans,Cans,Unified Canadian Aboriginal Syllabics,primary,cldr-default+wikidata,needs-review,verified-by-wikidata
202,iku,iu,Inuktitut,Cans,Unified Canadian Aboriginal Syllabics,iku-latn,Latn,Latin,secondary,wikidata-writing-system,needs-review,needs-review
203,nau,na,Nauruan,Latn,Latin,nau-latn,Latn,Latin,primary,cldr-default+wikidata,needs-review,needs-review
204,pap,,Papiamento,Latn,Latin,pap-latn,Latn,Latin,primary,cldr-default+wikidata,needs-review,needs-review
205,bar,,Bavarian,Latn,Latin,bar-latn,Latn,Latin,primary,cldr-default+wikidata,needs-review,needs-review
206,run,rn,Kirundi,Latn,Latin,run-latn,Latn,Latin,primary,cldr-default+wikidata,needs-review,needs-review
207,krc,,Karachay-Balkar,Cyrl,Cyrillic,krc-cyrl,Cyrl,Cyrillic,primary,cldr-default+wikidata,needs-review,needs-review
207,krc,,Karachay-Balkar,Cyrl,Cyrillic,krc-arab,Arab,Arabic,secondary,omniglot-langalph+wws,needs-review,pending-manual-review
207,krc,,Karachay-Balkar,Cyrl,Cyrillic,krc-latn,Latn,Latin,secondary,wikidata-writing-system,needs-review,needs-review
208,tet,,Tetum,Latn,Latin,tet-latn,Latn,Latin,primary,cldr-default+wikidata,needs-review,needs-review
209,vep,,Veps,Latn,Latin,vep-latn,Latn,Latin,primary,cldr-default+wikidata,needs-review,needs-review
209,vep,,Veps,Latn,Latin,vep-cyrl,Cyrl,Cyrillic,secondary,omniglot-langalph+wws,needs-review,pending-manual-review
210,non,,Old Norse,Runr,Runic,non-runr,Runr,Runic,primary,cldr-default+wikidata,needs-review,needs-review
210,non,,Old Norse,Runr,Runic,non-latn,Latn,Latin,secondary,wikidata-writing-system,needs-review,needs-review
211,nya,ny,Chewa,Latn,Latin,nya-latn,Latn,Latin,primary,cldr-default+wikidata,needs-review,needs-review
212,chr,,Cherokee,Cher,Cherokee,chr-cher,Cher,Cherokee,primary,cldr-default+wikidata,needs-review,needs-review
212,chr,,Cherokee,Cher,Cherokee,chr-latn,Latn,Latin,secondary,wikidata-writing-system,needs-review,needs-review
213,wuu,,Wu Chinese,Hans,Simplified,wuu-hans,Hans,Simplified,primary,cldr-default,needs-review,needs-review
213,wuu,,Wu Chinese,Hans,Simplified,wuu-hani,Hani,Han,secondary,wikidata-writing-system,needs-review,needs-review
214,bam,bm,Bambara,Latn,Latin,bam-latn,Latn,Latin,primary,cldr-default+wikidata,needs-review,needs-review
214,bam,bm,Bambara,Latn,Latin,bam-nkoo,Nkoo,N’Ko,secondary,wikidata-writing-system,needs-review,verified-by-wikidata
215,ful,ff,Fula,Latn,Latin,ful-latn,Latn,Latin,primary,cldr-default+wikidata,needs-review,needs-review
215,ful,ff,Fula,Latn,Latin,ful-adlm,Adlm,Adlam,secondary,wikidata-writing-system,needs-review,needs-review
