rank,iso6393,iso6391,glottocode,qid,languageLabel,sitelinks,defaultScript,defaultScriptName,orthographyId,orthographyLabelEn,orthographyScriptCode,orthographyScriptName,orthographyPriority,orthographySource,reviewStatus,seedKind,verificationStatus,languageWikipediaUrl,scriptWikipediaUrl,evidenceSources
346,bgc,,hary1238,Q33410,Haryanvi,54,Deva,Devanagari,bgc-deva,Haryanvi (Devanagari),Deva,Devanagari,primary,cldr-default+wikidata,needs-review,script-derived,verified-by-wikidata,,https://en.wikipedia.org/wiki/Devanagari,omniglot-langalph|worldswritingsystems|wikidata-p282
347,nio,,ngan1291,Q36743,Nganasan,54,Cyrl,Cyrillic,nio-cyrl,Nganasan (Cyrillic),Cyrl,Cyrillic,primary,cldr-default+wikidata,needs-review,script-derived,verified-by-wikidata,,https://en.wikipedia.org/wiki/Cyrillic_script,omniglot-langalph|worldswritingsystems|wikidata-p282
348,mnw,,monn1252,Q13349,Mon,54,Mymr,Myanmar,mnw-mymr,Mon (Myanmar),Mymr,Myanmar,primary,cldr-default,needs-review,script-derived,needs-review,,,
349,skr,,sera1259,Q33902,Saraiki,54,Arab,Arabic,skr-arab,Saraiki (Arabic),Arab,Arabic,primary,omniglot-langalph+wws,needs-review,script-derived,needs-review,,https://en.wikipedia.org/wiki/Arabic,omniglot-langalph|worldswritingsystems
349,skr,,sera1259,Q33902,Saraiki,54,Arab,Arabic,skr-deva,Saraiki (Devanagari),Deva,Devanagari,secondary,omniglot-langalph+wws,needs-review,script-derived,pending-manual-review,,https://en.wikipedia.org/wiki/Devanagari,omniglot-langalph|worldswritingsystems
349,skr,,sera1259,Q33902,Saraiki,54,Arab,Arabic,skr-guru,Saraiki (Gurmukhi),Guru,Gurmukhi,secondary,omniglot-langalph+wws,needs-review,script-derived,pending-manual-review,,https://en.wikipedia.org/wiki/Gurmukhi,omniglot-langalph|worldswritingsystems
350,tkl,,toke1240,Q34097,Tokelauan,53,Latn,Latin,tkl-latn,Tokelauan (Latin),Latn,Latin,primary,cldr-default+wikidata,needs-review,script-derived,needs-review,,,
351,dng,,dung1253,Q33050,Dungan,53,Cyrl,Cyrillic,dng-cyrl,Dungan (Cyrillic),Cyrl,Cyrillic,primary,cldr-default+wikidata,needs-review,script-derived,verified-by-wikidata,,https://en.wikipedia.org/wiki/Cyrillic_script,omniglot-langalph|worldswritingsystems|wikidata-p282
352,kmr,,nort2641,Q36163,Kurmanji,53,Cyrl,Cyrillic,kmr-cyrl,Kurmanji (Cyrillic),Cyrl,Cyrillic,primary,cldr-default+wikidata,needs-review,script-derived,needs-review,,,
352,kmr,,nort2641,Q36163,Kurmanji,53,Cyrl,Cyrillic,kmr-arab,Kurmanji (Arabic),Arab,Arabic,secondary,wikidata-writing-system,needs-review,script-derived,needs-review,,,
352,kmr,,nort2641,Q36163,Kurmanji,53,Cyrl,Cyrillic,kmr-latn,Kurmanji (Latin),Latn,Latin,secondary,wikidata-writing-system,needs-review,script-derived,needs-review,,,
353,osc,,osca1245,Q36653,Oscan,53,Ital,Old Italic,osc-ital,Oscan (Old Italic),Ital,Old Italic,primary,cldr-default+wikidata,needs-review,script-derived,needs-review,,,
354,smj,,lule1254,Q56322,Lule Sami,53,Latn,Latin,smj-latn,Lule Sami (Latin),Latn,Latin,primary,cldr-default+wikidata,needs-review,script-derived,needs-review,,,
355,cbk,,chav1241,Q33281,Chavacano,53,Latn,Latin,cbk-latn,Chavacano (Latin),Latn,Latin,primary,cldr-default,needs-review,script-derived,needs-review,,,
356,sel,,selk1253,Q34008,Selkup,52,Cyrl,Cyrillic,sel-cyrl,Selkup (Cyrillic),Cyrl,Cyrillic,primary,cldr-default+wikidata,needs-review,script-derived,verified-by-wikidata,,https://en.wikipedia.org/wiki/Cyrillic_script,omniglot-langalph|worldswritingsystems|wikidata-p282
357,tmh,,tuar1240,Q34065,Tuareg,52,Latn,Latin,tmh-latn,Tuareg (Latin),Latn,Latin,primary,cldr-default+wikidata,needs-review,script-derived,needs-review,,,
357,tmh,,tuar1240,Q34065,Tuareg,52,Latn,Latin,tmh-tfng,Tuareg (Tifinagh),Tfng,Tifinagh,secondary,wikidata-writing-system,needs-review,script-derived,needs-review,,,
358,ltg,,east2282,Q36212,Latgalian,52,Latn,Latin,ltg-latn,Latgalian (Latin),Latn,Latin,primary,cldr-default+wikidata,needs-review,script-derived,needs-review,,,
359,ket,,kett1243,Q33485,Ket,52,Cyrl,Cyrillic,ket-cyrl,Ket (Cyrillic),Cyrl,Cyrillic,primary,cldr-default+wikidata,needs-review,script-derived,verified-by-wikidata,,https://en.wikipedia.org/wiki/Cyrillic_script,omniglot-langalph|worldswritingsystems|wikidata-p282
360,sjd,,kild1236,Q33656,Kildin Sami,52,Cyrl,Cyrillic,sjd-cyrl,Kildin Sami (Cyrillic),Cyrl,Cyrillic,primary,cldr-default+wikidata,needs-review,script-derived,verified-by-wikidata,,https://en.wikipedia.org/wiki/Cyrillic_script,omniglot-langalph|worldswritingsystems|wikidata-p282
361,lab,,,Q30972,Linear A,52,Lina,Linear A,lab-lina,Linear A (Linear A),Lina,Linear A,primary,cldr-default,needs-review,script-derived,needs-review,,,
362,hil,,hili1240,Q35978,Hiligaynon,52,Latn,Latin,hil-latn,Hiligaynon (Latin),Latn,Latin,primary,cldr-default,needs-review,script-derived,needs-review,,,
363,shi,,tach1250,Q34152,Tashelhit,52,Tfng,Tifinagh,shi-tfng,Tashelhit (Tifinagh),Tfng,Tifinagh,primary,omniglot-langalph+wws,needs-review,script-derived,needs-review,https://en.wikipedia.org/wiki/Shilha_language,https://en.wikipedia.org/wiki/Tifinagh,omniglot-langalph|worldswritingsystems
363,shi,,tach1250,Q34152,Tashelhit,52,Tfng,Tifinagh,shi-arab,Tashelhit (Arabic),Arab,Arabic,secondary,wikidata-writing-system,needs-review,script-derived,needs-review,https://en.wikipedia.org/wiki/Shilha_language,,
363,shi,,tach1250,Q34152,Tashelhit,52,Tfng,Tifinagh,shi-latn,Tashelhit (Latin),Latn,Latin,secondary,wikidata-writing-system,needs-review,script-derived,needs-review,https://en.wikipedia.org/wiki/Shilha_language,,
364,prv,,prov1235,Q241243,Provençal,51,Latn,Latin,prv-latn,Provençal (Latin),Latn,Latin,primary,cldr-default+wikidata,needs-review,script-derived,needs-review,,,
365,gon,,nort3258,Q1775361,Gondi,51,Deva,Devanagari,gon-deva,Gondi (Devanagari),Deva,Devanagari,primary,cldr-default+wikidata,needs-review,script-derived,verified-by-wikidata,,https://en.wikipedia.org/wiki/Devanagari,omniglot-langalph|worldswritingsystems|wikidata-p282
365,gon,,nort3258,Q1775361,Gondi,51,Deva,Devanagari,gon-gong,Gondi (Gunjala Gondi),Gong,Gunjala Gondi,secondary,wikidata-writing-system,needs-review,script-derived,needs-review,,,
365,gon,,nort3258,Q1775361,Gondi,51,Deva,Devanagari,gon-gonm,Gondi (Masaram Gondi),Gonm,Masaram Gondi,secondary,wikidata-writing-system,needs-review,script-derived,needs-review,,,
365,gon,,nort3258,Q1775361,Gondi,51,Deva,Devanagari,gon-telu,Gondi (Telugu),Telu,Telugu,secondary,wikidata-writing-system,needs-review,script-derived,needs-review,,,
366,naq,,nort3245,Q13301,Khoekhoe,51,Latn,Latin,naq-latn,Khoekhoe (Latin),Latn,Latin,primary,cldr-default+wikidata,needs-review,script-derived,needs-review,,,
367,pag,,pang1290,Q33879,Pangasinan,51,Latn,Latin,pag-latn,Pangasinan (Latin),Latn,Latin,primary,cldr-default+wikidata,needs-review,script-derived,needs-review,,,
368,cho,,choc1276,Q32979,Choctaw,51,Latn,Latin,cho-latn,Choctaw (Latin),Latn,Latin,primary,cldr-default+wikidata,needs-review,script-derived,needs-review,,,
369,kpy,,kory1246,Q36199,Koryak,51,Cyrl,Cyrillic,kpy-cyrl,Koryak (Cyrillic),Cyrl,Cyrillic,primary,cldr-default+wikidata,needs-review,script-derived,verified-by-wikidata,,https://en.wikipedia.org/wiki/Cyrillic_script,omniglot-langalph|worldswritingsystems|wikidata-p282
370,ttt,,cauc1242,Q56489,Tat,51,Latn,Latin,ttt-latn,Tat (Latin),Latn,Latin,primary,cldr-default+wikidata,needs-review,script-derived,needs-review,,,
370,ttt,,cauc1242,Q56489,Tat,51,Latn,Latin,ttt-cyrl,Tat (Cyrillic),Cyrl,Cyrillic,secondary,wikidata-writing-system,needs-review,script-derived,verified-by-wikidata,,https://en.wikipedia.org/wiki/Cyrillic_script,omniglot-langalph|worldswritingsystems|wikidata-p282
370,ttt,,cauc1242,Q56489,Tat,51,Latn,Latin,ttt-hebr,Tat (Hebrew),Hebr,Hebrew,secondary,wikidata-writing-system,needs-review,script-derived,needs-review,,,
371,hbo,,anci1244,Q1982248,Biblical Hebrew,50,Hebr,Hebrew,hbo-hebr,Biblical Hebrew (Hebrew),Hebr,Hebrew,primary,cldr-default+wikidata,needs-review,script-derived,needs-review,,,
371,hbo,,anci1244,Q1982248,Biblical Hebrew,50,Hebr,Hebrew,hbo-phnx,Biblical Hebrew (Phoenician),Phnx,Phoenician,secondary,wikidata-writing-system,needs-review,script-derived,needs-review,,,
371,hbo,,anci1244,Q1982248,Biblical Hebrew,50,Hebr,Hebrew,hbo-samr,Biblical Hebrew (Samaritan),Samr,Samaritan,secondary,wikidata-writing-system,needs-review,script-derived,needs-review,,,
372,yua,,yuca1254,Q13354,Yucatec Maya,50,Latn,Latin,yua-latn,Yucatec Maya (Latin),Latn,Latin,primary,cldr-default+wikidata,needs-review,script-derived,needs-review,,,
373,xpr,,part1239,Q25953,Parthian,50,Prti,Inscriptional Parthian,xpr-prti,Parthian (Inscriptional Parthian),Prti,Inscriptional Parthian,primary,cldr-default,needs-review,script-derived,needs-review,,,
373,xpr,,part1239,Q25953,Parthian,50,Prti,Inscriptional Parthian,xpr-armi,Parthian (Imperial Aramaic),Armi,Imperial Aramaic,secondary,wikidata-writing-system,needs-review,script-derived,needs-review,,,
373,xpr,,part1239,Q25953,Parthian,50,Prti,Inscriptional Parthian,xpr-mani,Parthian (Manichaean),Mani,Manichaean,secondary,wikidata-writing-system,needs-review,script-derived,needs-review,,,
374,anp,,angi1238,Q28378,Angika,50,Deva,Devanagari,anp-deva,Angika (Devanagari),Deva,Devanagari,primary,cldr-default+wikidata,needs-review,script-derived,verified-by-wikidata,,https://en.wikipedia.org/wiki/Devanagari,omniglot-langalph|worldswritingsystems|wikidata-p282
375,eve,,even1260,Q29960,Even,50,Cyrl,Cyrillic,eve-cyrl,Even (Cyrillic),Cyrl,Cyrillic,primary,cldr-default+wikidata,needs-review,script-derived,verified-by-wikidata,,https://en.wikipedia.org/wiki/Cyrillic_script,omniglot-langalph|worldswritingsystems|wikidata-p282
376,dyu,,dyul1238,Q32706,Dioula,50,Latn,Latin,dyu-latn,Dioula (Latin),Latn,Latin,primary,cldr-default+wikidata,needs-review,script-derived,needs-review,,,
376,dyu,,dyul1238,Q32706,Dioula,50,Latn,Latin,dyu-nkoo,Dioula (N’Ko),Nkoo,N’Ko,secondary,omniglot-langalph+wws,needs-review,script-derived,pending-manual-review,,https://en.wikipedia.org/wiki/N%27Ko_alphabet,omniglot-langalph|worldswritingsystems
377,dlg,,dolg1241,Q32878,Dolgan,50,Cyrl,Cyrillic,dlg-cyrl,Dolgan (Cyrillic),Cyrl,Cyrillic,primary,cldr-default+wikidata,needs-review,script-derived,verified-by-wikidata,,https://en.wikipedia.org/wiki/Cyrillic_script,omniglot-langalph|worldswritingsystems|wikidata-p282
378,goh,,oldh1241,Q35218,Old High German,50,Latn,Latin,goh-latn,Old High German (Latin),Latn,Latin,primary,cldr-default+wikidata,needs-review,script-derived,needs-review,,,
379,mos,,moss1236,Q36096,Mooré,50,Latn,Latin,mos-latn,Mooré (Latin),Latn,Latin,primary,cldr-default+wikidata,needs-review,script-derived,needs-review,,,
380,niv,,gily1242,Q36464,Nivkh,50,Cyrl,Cyrillic,niv-cyrl,Nivkh (Cyrillic),Cyrl,Cyrillic,primary,cldr-default+wikidata,needs-review,script-derived,verified-by-wikidata,,https://en.wikipedia.org/wiki/Cyrillic_script,omniglot-langalph|worldswritingsystems|wikidata-p282
381,pnt,,pont1253,Q36748,Pontic Greek,50,Grek,Greek,pnt-grek,Pontic Greek (Greek),Grek,Greek,primary,cldr-default+wikidata,needs-review,script-derived,needs-review,,,
381,pnt,,pont1253,Q36748,Pontic Greek,50,Grek,Greek,pnt-cyrl,Pontic Greek (Cyrillic),Cyrl,Cyrillic,secondary,wikidata-writing-system,needs-review,script-derived,verified-by-wikidata,,https://en.wikipedia.org/wiki/Cyrillic_script,omniglot-langalph|worldswritingsystems|wikidata-p282
381,pnt,,pont1253,Q36748,Pontic Greek,50,Grek,Greek,pnt-latn,Pontic Greek (Latin),Latn,Latin,secondary,wikidata-writing-system,needs-review,script-derived,needs-review,,,
382,uby,,ubyk1235,Q36931,Ubykh,50,Latn,Latin,uby-latn,Ubykh (Latin),Latn,Latin,primary,cldr-default+wikidata,needs-review,script-derived,needs-review,,,
382,uby,,ubyk1235,Q36931,Ubykh,50,Latn,Latin,uby-cyrl,Ubykh (Cyrillic),Cyrl,Cyrillic,secondary,wikidata-writing-system,needs-review,script-derived,verified-by-wikidata,,https://en.wikipedia.org/wiki/Cyrillic_script,omniglot-langalph|worldswritingsystems|wikidata-p282
384,oji,oj,ojib1241,Q33875,Ojibwe,49,Cans,Unified Canadian Aboriginal Syllabics,oji-cans,Ojibwe (Unified Canadian Aboriginal Syllabics),Cans,Unified Canadian Aboriginal Syllabics,primary,cldr-default+wikidata,needs-review,script-derived,verified-by-wikidata,,https://en.wikipedia.org/wiki/Unified_Canadian_Aboriginal_Syllabics_(Unicode_block),omniglot-langalph|worldswritingsystems|wikidata-p282
384,oji,oj,ojib1241,Q33875,Ojibwe,49,Cans,Unified Canadian Aboriginal Syllabics,oji-latn,Ojibwe (Latin),Latn,Latin,secondary,wikidata-writing-system,needs-review,script-derived,needs-review,,,
385,bem,,bemb1257,Q33052,Bemba,49,Latn,Latin,bem-latn,Bemba (Latin),Latn,Latin,primary,cldr-default+wikidata,needs-review,script-derived,needs-review,,,
386,mnk,,mand1436,Q33678,Mandinka,49,Latn,Latin,mnk-latn,Mandinka (Latin),Latn,Latin,primary,cldr-default+wikidata,needs-review,script-derived,needs-review,,,
386,mnk,,mand1436,Q33678,Mandinka,49,Latn,Latin,mnk-arab,Mandinka (Arabic),Arab,Arabic,secondary,omniglot-langalph+wws,needs-review,script-derived,pending-manual-review,,https://en.wikipedia.org/wiki/Arabic,omniglot-langalph|worldswritingsystems
386,mnk,,mand1436,Q33678,Mandinka,49,Latn,Latin,mnk-nkoo,Mandinka (N’Ko),Nkoo,N’Ko,secondary,wikidata-writing-system,needs-review,script-derived,needs-review,,,
387,kdr,,kara1464,Q33725,Karaim,49,Latn,Latin,kdr-latn,Karaim (Latin),Latn,Latin,primary,cldr-default+wikidata,needs-review,script-derived,needs-review,,,
387,kdr,,kara1464,Q33725,Karaim,49,Latn,Latin,kdr-cyrl,Karaim (Cyrillic),Cyrl,Cyrillic,secondary,wikidata-writing-system,needs-review,script-derived,verified-by-wikidata,,https://en.wikipedia.org/wiki/Cyrillic_script,omniglot-langalph|worldswritingsystems|wikidata-p282
387,kdr,,kara1464,Q33725,Karaim,49,Latn,Latin,kdr-hebr,Karaim (Hebrew),Hebr,Hebrew,secondary,wikidata-writing-system,needs-review,script-derived,needs-review,,,
388,ary,,moro1292,Q56426,Moroccan Arabic,49,Arab,Arabic,ary-arab,Moroccan Arabic (Arabic),Arab,Arabic,primary,cldr-default+wikidata,needs-review,script-derived,needs-review,,,
389,sms,,skol1241,Q13271,Skolt Sami,48,Latn,Latin,sms-latn,Skolt Sami (Latin),Latn,Latin,primary,cldr-default+wikidata,needs-review,script-derived,needs-review,,,
390,chy,,chey1247,Q33265,Cheyenne,48,Latn,Latin,chy-latn,Cheyenne (Latin),Latn,Latin,primary,cldr-default+wikidata,needs-review,script-derived,needs-review,,,
391,cdo,,mind1253,Q36455,Eastern Min,48,Hans,Simplified,cdo-hans,Eastern Min (Simplified),Hans,Simplified,primary,cldr-default,needs-review,script-derived,needs-review,,,
391,cdo,,mind1253,Q36455,Eastern Min,48,Hans,Simplified,cdo-hani,Eastern Min (Han),Hani,Han,secondary,wikidata-writing-system,needs-review,script-derived,needs-review,,,
391,cdo,,mind1253,Q36455,Eastern Min,48,Hans,Simplified,cdo-latn,Eastern Min (Latin),Latn,Latin,secondary,wikidata-writing-system,needs-review,script-derived,needs-review,,,
392,agx,,aghu1253,Q36498,Aghul,48,Cyrl,Cyrillic,agx-cyrl,Aghul (Cyrillic),Cyrl,Cyrillic,primary,cldr-default+wikidata,needs-review,script-derived,verified-by-wikidata,,https://en.wikipedia.org/wiki/Cyrillic_script,omniglot-langalph|worldswritingsystems|wikidata-p282
393,wym,,wymy1235,Q56485,Wymysorys,48,Latn,Latin,wym-latn,Wymysorys (Latin),Latn,Latin,primary,cldr-default+wikidata,needs-review,script-derived,needs-review,,,
394,qxq,,qash1240,Q13192,Qashqai,48,Arab,Arabic,qxq-arab,Qashqai (Arabic),Arab,Arabic,primary,omniglot-langalph+wws,needs-review,script-derived,needs-review,,https://en.wikipedia.org/wiki/Arabic,omniglot-langalph|worldswritingsystems
396,gld,,nana1257,Q13303,Nanai,47,Cyrl,Cyrillic,gld-cyrl,Nanai (Cyrillic),Cyrl,Cyrillic,primary,cldr-default+wikidata,needs-review,script-derived,verified-by-wikidata,,https://en.wikipedia.org/wiki/Cyrillic_script,omniglot-langalph|worldswritingsystems|wikidata-p282
397,crs,,sese1246,Q34015,Seychellois Creole,47,Latn,Latin,crs-latn,Seychellois Creole (Latin),Latn,Latin,primary,cldr-default+wikidata,needs-review,script-derived,needs-review,,,
398,tig,,tigr1270,Q34129,Tigre,47,Ethi,Ethiopic,tig-ethi,Tigre (Ethiopic),Ethi,Ethiopic,primary,cldr-default+wikidata,needs-review,script-derived,verified-by-wikidata,,https://en.wikipedia.org/wiki/Ge%27ez_script,omniglot-langalph|worldswritingsystems|wikidata-p282
399,wbl,,wakh1245,Q34208,Wakhi,47,Latn,Latin,wbl-latn,Wakhi (Latin),Latn,Latin,primary,cldr-default+wikidata,needs-review,script-derived,needs-review,,,
399,wbl,,wakh1245,Q34208,Wakhi,47,Latn,Latin,wbl-arab,Wakhi (Arabic),Arab,Arabic,secondary,omniglot-langalph+wws,needs-review,script-derived,pending-manual-review,,https://en.wikipedia.org/wiki/Arabic,omniglot-langalph|worldswritingsystems
399,wbl,,wakh1245,Q34208,Wakhi,47,Latn,Latin,wbl-cyrl,Wakhi (Cyrillic),Cyrl,Cyrillic,secondary,wikidata-writing-system,needs-review,script-derived,verified-by-wikidata,,https://en.wikipedia.org/wiki/Cyrillic_script,omniglot-langalph|worldswritingsystems|wikidata-p282
400,lus,,lush1249,Q36147,Mizo,47,Latn,Latin,lus-latn,Mizo (Latin),Latn,Latin,primary,cldr-default+wikidata,needs-review,script-derived,needs-review,,,
403,hyw,,west2348,Q180945,Western Armenian,46,Armn,Armenian,hyw-armn,Western Armenian (Armenian),Armn,Armenian,primary,cldr-default+wikidata,needs-review,script-derived,needs-review,,,
404,avk,,kota1280,Q1377116,Kotava,46,Latn,Latin,avk-latn,Kotava (Latin),Latn,Latin,primary,cldr-default+wikidata,needs-review,script-derived,needs-review,,,
405,slr,,sala1264,Q33963,Salar,46,Latn,Latin,slr-latn,Salar (Latin),Latn,Latin,primary,cldr-default+wikidata,needs-review,script-derived,needs-review,,,
405,slr,,sala1264,Q33963,Salar,46,Latn,Latin,slr-arab,Salar (Arabic),Arab,Arabic,secondary,omniglot-langalph+wws,needs-review,script-derived,pending-manual-review,,https://en.wikipedia.org/wiki/Arabic,omniglot-langalph|worldswritingsystems
406,otk,,oldu1238,Q34988,Old Turkic,46,Orkh,Orkhon,otk-orkh,Old Turkic (Orkhon),Orkh,Orkhon,primary,cldr-default+wikidata,needs-review,script-derived,needs-review,,,
407,nde,nd,nort2795,Q35613,Northern Ndebele,46,Latn,Latin,nde-latn,Northern Ndebele (Latin),Latn,Latin,primary,cldr-default+wikidata,needs-review,script-derived,needs-review,,,
408,kha,,khas1269,Q33584,Khasi,46,Latn,Latin,kha-latn,Khasi (Latin),Latn,Latin,primary,cldr-default+wikidata,needs-review,script-derived,needs-review,,,
409,twi,tw,twii1234,Q36850,Twi,46,Latn,Latin,twi-latn,Twi (Latin),Latn,Latin,primary,cldr-default+wikidata,needs-review,script-derived,needs-review,,,
410,grt,,garo1247,Q36137,Garo,46,Beng,Bangla,grt-beng,Garo (Bangla),Beng,Bangla,primary,cldr-default,needs-review,script-derived,needs-review,,,
412,khw,,nort2664,Q938216,Khowar,45,Arab,Arabic,khw-arab,Khowar (Arabic),Arab,Arabic,primary,cldr-default+wikidata,needs-review,script-derived,verified-by-wikidata,,https://en.wikipedia.org/wiki/Arabic,omniglot-langalph|worldswritingsystems|wikidata-p282
413,xbc,,bact1239,Q756651,Bactrian,45,Grek,Greek,xbc-grek,Bactrian (Greek),Grek,Greek,primary,cldr-default+wikidata,needs-review,script-derived,verified-by-wikidata,,https://en.wikipedia.org/wiki/Greek_alphabet,omniglot-langalph|worldswritingsystems|wikidata-p282
413,xbc,,bact1239,Q756651,Bactrian,45,Grek,Greek,xbc-mani,Bactrian (Manichaean),Mani,Manichaean,secondary,wikidata-writing-system,needs-review,script-derived,needs-review,,,
414,xpi,,pict1238,Q856383,Pictish,45,Ogam,Ogham,xpi-ogam,Pictish (Ogham),Ogam,Ogham,primary,cldr-default+wikidata,needs-review,script-derived,needs-review,,,
415,mxi,,moza1249,Q317044,Andalusi Romance,45,Latn,Latin,mxi-latn,Andalusi Romance (Latin),Latn,Latin,primary,cldr-default+wikidata,needs-review,script-derived,needs-review,https://en.wikipedia.org/wiki/Andalusi_Romance,,
415,mxi,,moza1249,Q317044,Andalusi Romance,45,Latn,Latin,mxi-arab,Andalusi Romance (Arabic),Arab,Arabic,secondary,omniglot-langalph+wws,needs-review,script-derived,pending-manual-review,https://en.wikipedia.org/wiki/Andalusi_Romance,https://en.wikipedia.org/wiki/Arabic,omniglot-langalph|worldswritingsystems
415,mxi,,moza1249,Q317044,Andalusi Romance,45,Latn,Latin,mxi-hebr,Andalusi Romance (Hebrew),Hebr,Hebrew,secondary,omniglot-langalph+wws,needs-review,script-derived,pending-manual-review,https://en.wikipedia.org/wiki/Andalusi_Romance,https://en.wikipedia.org/wiki/Hebrew_alphabet,omniglot-langalph|worldswritingsystems
416,xpu,,puni1241,Q535958,Punic,45,Phnx,Phoenician,xpu-phnx,Punic (Phoenician),Phnx,Phoenician,primary,cldr-default+wikidata,needs-review,script-derived,needs-review,,,
417,sgh,,shug1248,Q34053,Shughni,45,Cyrl,Cyrillic,sgh-cyrl,Shughni (Cyrillic),Cyrl,Cyrillic,primary,cldr-default+wikidata,needs-review,script-derived,verified-by-wikidata,,https://en.wikipedia.org/wiki/Cyrillic_script,omniglot-langalph|worldswritingsystems|wikidata-p282
417,sgh,,shug1248,Q34053,Shughni,45,Cyrl,Cyrillic,sgh-arab,Shughni (Arabic),Arab,Arabic,secondary,omniglot-langalph+wws,needs-review,script-derived,pending-manual-review,,https://en.wikipedia.org/wiki/Arabic,omniglot-langalph|worldswritingsystems
417,sgh,,shug1248,Q34053,Shughni,45,Cyrl,Cyrillic,sgh-latn,Shughni (Latin),Latn,Latin,secondary,wikidata-writing-system,needs-review,script-derived,needs-review,,,
418,bra,,braj1242,Q35243,Braj Bhasha,45,Deva,Devanagari,bra-deva,Braj Bhasha (Devanagari),Deva,Devanagari,primary,cldr-default+wikidata,needs-review,script-derived,verified-by-wikidata,https://en.wikipedia.org/wiki/Braj_Bhasha,https://en.wikipedia.org/wiki/Devanagari,omniglot-langalph|worldswritingsystems|wikidata-p282
419,snk,,soni1259,Q36660,Soninke,45,Latn,Latin,snk-latn,Soninke (Latin),Latn,Latin,primary,cldr-default+wikidata,needs-review,script-derived,needs-review,,,
419,snk,,soni1259,Q36660,Soninke,45,Latn,Latin,snk-arab,Soninke (Arabic),Arab,Arabic,secondary,omniglot-langalph+wws,needs-review,script-derived,pending-manual-review,,https://en.wikipedia.org/wiki/Arabic,omniglot-langalph|worldswritingsystems
420,xpg,,phry1239,Q36751,Phrygian,45,Grek,Greek,xpg-grek,Phrygian (Greek),Grek,Greek,primary,cldr-default+wikidata,needs-review,script-derived,needs-review,,,
421,sjn,,sind1281,Q56437,Sindarin,45,Latn,Latin,sjn-latn,Sindarin (Latin),Latn,Latin,primary,cldr-default+wikidata,needs-review,script-derived,needs-review,,,
421,sjn,,sind1281,Q56437,Sindarin,45,Latn,Latin,sjn-cirt,Sindarin (Cirth),Cirt,Cirth,secondary,wikidata-writing-system,needs-review,script-derived,needs-review,,,
421,sjn,,sind1281,Q56437,Sindarin,45,Latn,Latin,sjn-teng,Sindarin (Tengwar),Teng,Tengwar,secondary,wikidata-writing-system,needs-review,script-derived,needs-review,,,
422,ruo,,istr1245,Q33622,Istro-Romanian,45,Latn,Latin,ruo-latn,Istro-Romanian (Latin),Latn,Latin,primary,cldr-default,needs-review,script-derived,needs-review,,,
424,cjs,,shor1247,Q34139,Shor,45,Latn,Latin,cjs-latn,Shor (Latin),Latn,Latin,primary,cldr-default,needs-review,script-derived,needs-review,,,
424,cjs,,shor1247,Q34139,Shor,45,Latn,Latin,cjs-cyrl,Shor (Cyrillic),Cyrl,Cyrillic,secondary,wikidata-writing-system,needs-review,script-derived,verified-by-wikidata,,https://en.wikipedia.org/wiki/Cyrillic_script,omniglot-langalph|worldswritingsystems|wikidata-p282
425,lua,,luba1249,Q34173,Luba-Kasai,45,Latn,Latin,lua-latn,Luba-Kasai (Latin),Latn,Latin,primary,cldr-default+wikidata,needs-review,script-derived,needs-review,,,
426,vls,,vlaa1240,Q100103,West Flemish,44,Latn,Latin,vls-latn,West Flemish (Latin),Latn,Latin,primary,cldr-default+wikidata,needs-review,script-derived,needs-review,,,
427,zea,,zeeu1238,Q237409,Zeelandic,44,Latn,Latin,zea-latn,Zeelandic (Latin),Latn,Latin,primary,cldr-default+wikidata,needs-review,script-derived,needs-review,,,
428,pfl,,pala1330,Q23014,Palatinate German,44,Latn,Latin,pfl-latn,Palatinate German (Latin),Latn,Latin,primary,cldr-default+wikidata,needs-review,script-derived,needs-review,,,
429,aii,,east2681,Q29440,Assyrian Neo-Aramaic,44,Syrc,Syriac,aii-syrc,Assyrian Neo-Aramaic (Syriac),Syrc,Syriac,primary,cldr-default+wikidata,needs-review,script-derived,verified-by-wikidata,https://en.wikipedia.org/wiki/Suret_language,https://en.wikipedia.org/wiki/Syriac_alphabet,omniglot-langalph|worldswritingsystems|wikidata-p282
429,aii,,east2681,Q29440,Assyrian Neo-Aramaic,44,Syrc,Syriac,aii-cyrl,Assyrian Neo-Aramaic (Cyrillic),Cyrl,Cyrillic,secondary,omniglot-langalph+wws,needs-review,script-derived,pending-manual-review,https://en.wikipedia.org/wiki/Suret_language,https://en.wikipedia.org/wiki/Cyrillic_script,omniglot-langalph|worldswritingsystems
430,bfi,,brit1235,Q33000,British Sign Language,44,Sgnw,SignWriting,bfi-sgnw,British Sign Language (SignWriting),Sgnw,SignWriting,primary,cldr-default+wikidata,needs-review,script-derived,needs-review,,,
431,osx,,olds1250,Q35219,Old Saxon,44,Latn,Latin,osx-latn,Old Saxon (Latin),Latn,Latin,primary,cldr-default+wikidata,needs-review,script-derived,needs-review,,,
432,xhu,,hurr1240,Q35740,Hurrian,44,Xsux,Sumero-Akkadian Cuneiform,xhu-xsux,Hurrian (Sumero-Akkadian Cuneiform),Xsux,Sumero-Akkadian Cuneiform,primary,cldr-default+wikidata,needs-review,script-derived,needs-review,,,
