rank,iso6393,iso6391,glottocode,qid,languageLabel,sitelinks,defaultScript,defaultScriptName,orthographyId,orthographyLabelEn,orthographyScriptCode,orthographyScriptName,orthographyPriority,orthographySource,reviewStatus,seedKind,verificationStatus,languageWikipediaUrl,scriptWikipediaUrl,evidenceSources
637,aio,,,Q3399725,Aiton,14,Mymr,Mon–Burmese script,aio-mymr,Aiton (Mon–Burmese script),Mymr,Mon–Burmese script,primary,omniglot-langalph+wws,needs-review,script-derived,pending-manual-review,https://en.wikipedia.org/wiki/Aiton_language,https://en.wikipedia.org/wiki/Mon%E2%80%93Burmese_script,omniglot-langalph|worldswritingsystems
638,akj,,,Q2919121,Aka-Jeru,14,Deva,Devanagari,akj-deva,Aka-Jeru (Devanagari),Deva,Devanagari,primary,omniglot-langalph+wws,needs-review,script-derived,pending-manual-review,https://en.wikipedia.org/wiki/Akajeru,https://en.wikipedia.org/wiki/Devanagari,omniglot-langalph|worldswritingsystems
639,amf,,,Q35764,Hamer,14,Ethi,Geʽez script,amf-ethi,Hamer (Geʽez script),Ethi,Geʽez script,primary,omniglot-langalph+wws,needs-review,script-derived,pending-manual-review,https://en.wikipedia.org/wiki/Hamer_language,https://en.wikipedia.org/wiki/Ge%27ez_script,omniglot-langalph|worldswritingsystems
640,kcn,,,Q36388,Nubi,14,Arab,Arabic,kcn-arab,Nubi (Arabic),Arab,Arabic,primary,omniglot-langalph+wws,needs-review,script-derived,pending-manual-review,https://en.wikipedia.org/wiki/Nubi_language,https://en.wikipedia.org/wiki/Arabic,omniglot-langalph|worldswritingsystems
641,suz,,,Q56549,Sunwar,14,Deva,Devanagari,suz-deva,Sunwar (Devanagari),Deva,Devanagari,primary,omniglot-langalph+wws,needs-review,script-derived,pending-manual-review,https://en.wikipedia.org/wiki/Sunwar_language,https://en.wikipedia.org/wiki/Devanagari,omniglot-langalph|worldswritingsystems
642,adx,,,Q56509,Amdo Tibetan,13,Tibt,Tibetan,adx-tibt,Amdo Tibetan (Tibetan),Tibt,Tibetan,primary,omniglot-langalph+wws+wikidata,verified-primary,cross-verified,verified-by-wikidata,https://en.wikipedia.org/wiki/Amdo_Tibetan,https://en.wikipedia.org/wiki/Tibetan_alphabet,omniglot-langalph|worldswritingsystems|wikidata-p282
643,dhw,,,Q3522797,Dhanwar Rai,13,Deva,Devanagari,dhw-deva,Dhanwar Rai (Devanagari),Deva,Devanagari,primary,omniglot-langalph+wws,needs-review,script-derived,pending-manual-review,https://en.wikipedia.org/wiki/Danwar_language,https://en.wikipedia.org/wiki/Devanagari,omniglot-langalph|worldswritingsystems
644,mdx,,,Q35313,Dizin,13,Ethi,Geʽez script,mdx-ethi,Dizin (Geʽez script),Ethi,Geʽez script,primary,omniglot-langalph+wws,needs-review,script-derived,pending-manual-review,https://en.wikipedia.org/wiki/Dizin_language,https://en.wikipedia.org/wiki/Ge%27ez_script,omniglot-langalph|worldswritingsystems
645,ior,,,Q35763,Inor,13,Ethi,Geʽez script,ior-ethi,Inor (Geʽez script),Ethi,Geʽez script,primary,omniglot-langalph+wws,needs-review,script-derived,pending-manual-review,https://en.wikipedia.org/wiki/Inor_language,https://en.wikipedia.org/wiki/Ge%27ez_script,omniglot-langalph|worldswritingsystems
646,xdq,,,Q1990659,Kaitag,13,Cyrl,Cyrillic,xdq-cyrl,Kaitag (Cyrillic),Cyrl,Cyrillic,primary,omniglot-langalph+wws,needs-review,script-derived,pending-manual-review,https://en.wikipedia.org/wiki/Kaitag_language,https://en.wikipedia.org/wiki/Cyrillic_script,omniglot-langalph|worldswritingsystems
647,mjl,,,Q6747931,Mandeali,13,Deva,Devanagari,mjl-deva,Mandeali (Devanagari),Deva,Devanagari,primary,omniglot-langalph+wws+wikidata,verified-primary,cross-verified,verified-by-wikidata,https://en.wikipedia.org/wiki/Mandeali,https://en.wikipedia.org/wiki/Devanagari,omniglot-langalph|worldswritingsystems|wikidata-p282
647,mjl,,,Q6747931,Mandeali,13,Deva,Devanagari,mjl-takr,Mandeali (Takri),Takr,Takri,secondary,omniglot-langalph+wws,needs-review,script-derived,pending-manual-review,https://en.wikipedia.org/wiki/Mandeali,https://en.wikipedia.org/wiki/Takri_alphabet,omniglot-langalph|worldswritingsystems
648,nsk,,,Q1704302,Naskapi,13,Cans,Canadian Aboriginal syllabics,nsk-cans,Naskapi (Canadian Aboriginal syllabics),Cans,Canadian Aboriginal syllabics,primary,omniglot-langalph+wws+wikidata,verified-primary,cross-verified,verified-by-wikidata,https://en.wikipedia.org/wiki/Naskapi_language,https://en.wikipedia.org/wiki/Unified_Canadian_Aboriginal_Syllabics_(Unicode_block),omniglot-langalph|worldswritingsystems|wikidata-p282
649,cbn,,,Q116849,Nyah Kur,13,Thai,Thai,cbn-thai,Nyah Kur (Thai),Thai,Thai,primary,omniglot-langalph+wws,needs-review,script-derived,pending-manual-review,https://en.wikipedia.org/wiki/Nyah_Kur_language,https://en.wikipedia.org/wiki/Thai_alphabet,omniglot-langalph|worldswritingsystems
650,kvx,,,Q3244176,Parkari Koli,13,Arab,Arabic,kvx-arab,Parkari Koli (Arabic),Arab,Arabic,primary,omniglot-langalph+wws,needs-review,script-derived,pending-manual-review,https://en.wikipedia.org/wiki/Parkari_Koli_language,https://en.wikipedia.org/wiki/Arabic,omniglot-langalph|worldswritingsystems
651,tkn,,,Q3530484,Tokunoshima,13,Jpan,Japanese,tkn-jpan,Tokunoshima (Japanese),Jpan,Japanese,primary,omniglot-langalph,needs-review,script-derived,pending-manual-review,https://en.wikipedia.org/wiki/Tokunoshima_language,https://en.wikipedia.org/wiki/Japanese_writing_system,omniglot-langalph
652,scp,,,Q19841092,Yolmo,13,Deva,Devanagari,scp-deva,Yolmo (Devanagari),Deva,Devanagari,primary,omniglot-langalph+wws,needs-review,script-derived,pending-manual-review,https://en.wikipedia.org/wiki/Yolmo_language,https://en.wikipedia.org/wiki/Devanagari,omniglot-langalph|worldswritingsystems
653,atb,,,Q56594,Zaiwa,13,Lisu,Fraser script,atb-lisu,Zaiwa (Fraser script),Lisu,Fraser script,primary,omniglot-langalph+wws+wikidata,verified-primary,cross-verified,verified-by-wikidata,https://en.wikipedia.org/wiki/Zaiwa_language,https://en.wikipedia.org/wiki/Fraser_alphabet,omniglot-langalph|worldswritingsystems|wikidata-p282
654,bhj,,,Q56442,Bahing,12,Deva,Devanagari,bhj-deva,Bahing (Devanagari),Deva,Devanagari,primary,omniglot-langalph+wws,needs-review,script-derived,pending-manual-review,https://en.wikipedia.org/wiki/Bahing_language,https://en.wikipedia.org/wiki/Devanagari,omniglot-langalph|worldswritingsystems
655,bzi,,,Q56852,Bisu,12,Thai,Thai,bzi-thai,Bisu (Thai),Thai,Thai,primary,omniglot-langalph+wws,needs-review,script-derived,pending-manual-review,https://en.wikipedia.org/wiki/Bisu_language,https://en.wikipedia.org/wiki/Thai_alphabet,omniglot-langalph|worldswritingsystems
656,rab,,,Q3436664,Chamling,12,Deva,Devanagari,rab-deva,Chamling (Devanagari),Deva,Devanagari,primary,omniglot-langalph+wws,needs-review,script-derived,pending-manual-review,https://en.wikipedia.org/wiki/Chamling_language,https://en.wikipedia.org/wiki/Devanagari,omniglot-langalph|worldswritingsystems
657,kjp,,,Q5330390,Eastern Pwo,12,Mymr,Mon–Burmese script,kjp-mymr,Eastern Pwo (Mon–Burmese script),Mymr,Mon–Burmese script,primary,omniglot-langalph+wws,needs-review,script-derived,pending-manual-review,https://en.wikipedia.org/wiki/Eastern_Pwo_language,https://en.wikipedia.org/wiki/Mon%E2%80%93Burmese_script,omniglot-langalph|worldswritingsystems
658,jun,,,Q33362,Juang,12,Orya,Odia,jun-orya,Juang (Odia),Orya,Odia,primary,omniglot-langalph+wws,needs-review,script-derived,pending-manual-review,https://en.wikipedia.org/wiki/Juang_language,https://en.wikipedia.org/wiki/Odia_alphabet,omniglot-langalph|worldswritingsystems
659,kuf,,,Q6378400,Katu,12,Laoo,Lao,kuf-laoo,Katu (Lao),Laoo,Lao,primary,omniglot-langalph+wws+wikidata,verified-primary,cross-verified,verified-by-wikidata,https://en.wikipedia.org/wiki/Katu_language,https://en.wikipedia.org/wiki/Lao_alphabet,omniglot-langalph|worldswritingsystems|wikidata-p282
660,ykh,,,Q3196052,Khamnigan Mongol,12,Mong,Mongolian,ykh-mong,Khamnigan Mongol (Mongolian),Mong,Mongolian,primary,omniglot-langalph+wws,needs-review,script-derived,pending-manual-review,https://en.wikipedia.org/wiki/Khamnigan_Mongol,https://en.wikipedia.org/wiki/Mongolian_script,omniglot-langalph|worldswritingsystems
661,bfz,,,Q6733460,Mahasu Pahari,12,Deva,Devanagari,bfz-deva,Mahasu Pahari (Devanagari),Deva,Devanagari,primary,omniglot-langalph+wws+wikidata,verified-primary,cross-verified,verified-by-wikidata,https://en.wikipedia.org/wiki/Mahasu_Pahari,https://en.wikipedia.org/wiki/Devanagari,omniglot-langalph|worldswritingsystems|wikidata-p282
662,okn,,,Q3350036,Okinoerabu,12,Jpan,Japanese,okn-jpan,Okinoerabu (Japanese),Jpan,Japanese,primary,omniglot-langalph,needs-review,script-derived,pending-manual-review,https://en.wikipedia.org/wiki/Okinoerabu_dialect_cluster,https://en.wikipedia.org/wiki/Japanese_writing_system,omniglot-langalph
663,ksw,,,Q56410,S'gaw Karen,12,Mymr,Mon–Burmese script,ksw-mymr,S'gaw Karen (Mon–Burmese script),Mymr,Mon–Burmese script,primary,omniglot-langalph+wws,needs-review,script-derived,pending-manual-review,https://en.wikipedia.org/wiki/S%27gaw_Karen_language,https://en.wikipedia.org/wiki/Mon%E2%80%93Burmese_script,omniglot-langalph|worldswritingsystems
664,kht,,,Q3915502,Khamti,11,Mymr,Mon–Burmese script,kht-mymr,Khamti (Mon–Burmese script),Mymr,Mon–Burmese script,primary,omniglot-langalph+wws,needs-review,script-derived,pending-manual-review,https://en.wikipedia.org/wiki/Khamti_language,https://en.wikipedia.org/wiki/Mon%E2%80%93Burmese_script,omniglot-langalph|worldswritingsystems
665,lpo,,,Q56921,Lipo,11,Plrd,Miao,lpo-plrd,Lipo (Miao),Plrd,Miao,primary,omniglot-langalph+wws+wikidata,verified-primary,cross-verified,verified-by-wikidata,https://en.wikipedia.org/wiki/Lipo_language,https://en.wikipedia.org/wiki/Pollard_script,omniglot-langalph|worldswritingsystems|wikidata-p282
666,ths,,,Q7709348,Thakali,11,Deva,Devanagari,ths-deva,Thakali (Devanagari),Deva,Devanagari,primary,omniglot-langalph+wws,needs-review,script-derived,pending-manual-review,https://en.wikipedia.org/wiki/Thakali_language,https://en.wikipedia.org/wiki/Devanagari,omniglot-langalph|worldswritingsystems
667,aph,,,Q3449126,Athpare,10,Deva,Devanagari,aph-deva,Athpare (Devanagari),Deva,Devanagari,primary,omniglot-langalph+wws,needs-review,script-derived,pending-manual-review,https://en.wikipedia.org/wiki/Athpare_language,https://en.wikipedia.org/wiki/Devanagari,omniglot-langalph|worldswritingsystems
668,kfs,,,Q12953397,Bilaspuri,10,Deva,Devanagari,kfs-deva,Bilaspuri (Devanagari),Deva,Devanagari,primary,omniglot-langalph+wws,needs-review,script-derived,pending-manual-review,https://en.wikipedia.org/wiki/Bilaspuri,https://en.wikipedia.org/wiki/Devanagari,omniglot-langalph|worldswritingsystems
668,kfs,,,Q12953397,Bilaspuri,10,Deva,Devanagari,kfs-takr,Bilaspuri (Takri),Takr,Takri,secondary,omniglot-langalph+wws,needs-review,script-derived,pending-manual-review,https://en.wikipedia.org/wiki/Bilaspuri,https://en.wikipedia.org/wiki/Takri_alphabet,omniglot-langalph|worldswritingsystems
669,cld,,,Q33236,Chaldean Neo-Aramaic,10,Syrc,Syriac,cld-syrc,Chaldean Neo-Aramaic (Syriac),Syrc,Syriac,primary,omniglot-langalph+wws,needs-review,script-derived,pending-manual-review,,https://en.wikipedia.org/wiki/Syriac_alphabet,omniglot-langalph|worldswritingsystems
670,cdh,,,Q12953424,Chambeali,10,Deva,Devanagari,cdh-deva,Chambeali (Devanagari),Deva,Devanagari,primary,omniglot-langalph+wws+wikidata,verified-primary,cross-verified,verified-by-wikidata,https://en.wikipedia.org/wiki/Chambeali,https://en.wikipedia.org/wiki/Devanagari,omniglot-langalph|worldswritingsystems|wikidata-p282
670,cdh,,,Q12953424,Chambeali,10,Deva,Devanagari,cdh-takr,Chambeali (Takri),Takr,Takri,secondary,omniglot-langalph+wws,needs-review,script-derived,pending-manual-review,https://en.wikipedia.org/wiki/Chambeali,https://en.wikipedia.org/wiki/Takri_alphabet,omniglot-langalph|worldswritingsystems
671,dso,,,Q12629755,Desia,10,Orya,Odia,dso-orya,Desia (Odia),Orya,Odia,primary,omniglot-langalph+wws+wikidata,verified-primary,cross-verified,verified-by-wikidata,https://en.wikipedia.org/wiki/Desia_language,https://en.wikipedia.org/wiki/Odia_alphabet,omniglot-langalph|worldswritingsystems|wikidata-p282
672,mhu,,,Q56400,Digaro Mishmi,10,Deva,Devanagari,mhu-deva,Digaro Mishmi (Devanagari),Deva,Devanagari,primary,omniglot-langalph+wws,needs-review,script-derived,pending-manual-review,https://en.wikipedia.org/wiki/Digaro_Mishmi_language,https://en.wikipedia.org/wiki/Devanagari,omniglot-langalph|worldswritingsystems
673,gbk,,,Q17455500,Gaddi,10,Deva,Devanagari,gbk-deva,Gaddi (Devanagari),Deva,Devanagari,primary,omniglot-langalph+wws,needs-review,script-derived,pending-manual-review,https://en.wikipedia.org/wiki/Gaddi_language,https://en.wikipedia.org/wiki/Devanagari,omniglot-langalph|worldswritingsystems
673,gbk,,,Q17455500,Gaddi,10,Deva,Devanagari,gbk-takr,Gaddi (Takri),Takr,Takri,secondary,omniglot-langalph+wws,needs-review,script-derived,pending-manual-review,https://en.wikipedia.org/wiki/Gaddi_language,https://en.wikipedia.org/wiki/Takri_alphabet,omniglot-langalph|worldswritingsystems
674,jns,,,Q6164857,Jaunsari,10,Deva,Devanagari,jns-deva,Jaunsari (Devanagari),Deva,Devanagari,primary,omniglot-langalph+wws+wikidata,verified-primary,cross-verified,verified-by-wikidata,https://en.wikipedia.org/wiki/Jaunsari_language,https://en.wikipedia.org/wiki/Devanagari,omniglot-langalph|worldswritingsystems|wikidata-p282
674,jns,,,Q6164857,Jaunsari,10,Deva,Devanagari,jns-takr,Jaunsari (Takri),Takr,Takri,secondary,omniglot-langalph+wws,needs-review,script-derived,pending-manual-review,https://en.wikipedia.org/wiki/Jaunsari_language,https://en.wikipedia.org/wiki/Takri_alphabet,omniglot-langalph|worldswritingsystems
675,kfx,,,Q6443148,Kullui,10,Deva,Devanagari,kfx-deva,Kullui (Devanagari),Deva,Devanagari,primary,omniglot-langalph+wws,needs-review,script-derived,pending-manual-review,https://en.wikipedia.org/wiki/Kullui,https://en.wikipedia.org/wiki/Devanagari,omniglot-langalph|worldswritingsystems
675,kfx,,,Q6443148,Kullui,10,Deva,Devanagari,kfx-takr,Kullui (Takri),Takr,Takri,secondary,omniglot-langalph+wws,needs-review,script-derived,pending-manual-review,https://en.wikipedia.org/wiki/Kullui,https://en.wikipedia.org/wiki/Takri_alphabet,omniglot-langalph|worldswritingsystems
676,mid,,,Q6991742,Neo-Mandaic,10,Syrc,Syriac,mid-syrc,Neo-Mandaic (Syriac),Syrc,Syriac,primary,omniglot-langalph+wws,needs-review,script-derived,pending-manual-review,https://en.wikipedia.org/wiki/Neo-Mandaic,https://en.wikipedia.org/wiki/Syriac_alphabet,omniglot-langalph|worldswritingsystems
677,yea,,,Q7296830,Ravula,10,Mlym,Malayalam,yea-mlym,Ravula (Malayalam),Mlym,Malayalam,primary,omniglot-langalph+wws,needs-review,script-derived,pending-manual-review,https://en.wikipedia.org/wiki/Ravula_language,https://en.wikipedia.org/wiki/Malayalam_script,omniglot-langalph|worldswritingsystems
678,srx,,,Q7530505,Sirmauri,10,Deva,Devanagari,srx-deva,Sirmauri (Devanagari),Deva,Devanagari,primary,omniglot-langalph+wws+wikidata,verified-primary,cross-verified,verified-by-wikidata,https://en.wikipedia.org/wiki/Sirmauri_language,https://en.wikipedia.org/wiki/Devanagari,omniglot-langalph|worldswritingsystems|wikidata-p282
679,phk,,,Q7675798,Tai Phake,10,Mymr,Mon–Burmese script,phk-mymr,Tai Phake (Mon–Burmese script),Mymr,Mon–Burmese script,primary,omniglot-langalph+wws,needs-review,script-derived,pending-manual-review,https://en.wikipedia.org/wiki/Phake_language,https://en.wikipedia.org/wiki/Mon%E2%80%93Burmese_script,omniglot-langalph|worldswritingsystems
680,thf,,,Q7710314,Thangmi,10,Deva,Devanagari,thf-deva,Thangmi (Devanagari),Deva,Devanagari,primary,omniglot-langalph+wws,needs-review,script-derived,pending-manual-review,https://en.wikipedia.org/wiki/Thangmi_language,https://en.wikipedia.org/wiki/Devanagari,omniglot-langalph|worldswritingsystems
681,wme,,,Q56785,Wambule,10,Deva,Devanagari,wme-deva,Wambule (Devanagari),Deva,Devanagari,primary,omniglot-langalph+wws,needs-review,script-derived,pending-manual-review,https://en.wikipedia.org/wiki/Wambule_language,https://en.wikipedia.org/wiki/Devanagari,omniglot-langalph|worldswritingsystems
682,nnp,,,Q7967085,Wancho,10,Deva,Devanagari,nnp-deva,Wancho (Devanagari),Deva,Devanagari,primary,omniglot-langalph+wws+wikidata,verified-primary,cross-verified,verified-by-wikidata,https://en.wikipedia.org/wiki/Wancho_language,https://en.wikipedia.org/wiki/Devanagari,omniglot-langalph|worldswritingsystems|wikidata-p282
683,ybh,,,Q56666,Yakkha,10,Deva,Devanagari,ybh-deva,Yakkha (Devanagari),Deva,Devanagari,primary,omniglot-langalph+wws+wikidata,verified-primary,cross-verified,verified-by-wikidata,https://en.wikipedia.org/wiki/Yakkha_language,https://en.wikipedia.org/wiki/Devanagari,omniglot-langalph|worldswritingsystems|wikidata-p282
684,hmd,,,Q1108934,A-Hmao,9,Plrd,Miao,hmd-plrd,A-Hmao (Miao),Plrd,Miao,primary,omniglot-langalph+wws+wikidata,verified-primary,cross-verified,verified-by-wikidata,https://en.wikipedia.org/wiki/A-Hmao_language,https://en.wikipedia.org/wiki/Pollard_script,omniglot-langalph|worldswritingsystems|wikidata-p282
685,byw,,,Q32961,Belhare,9,Deva,Devanagari,byw-deva,Belhare (Devanagari),Deva,Devanagari,primary,omniglot-langalph+wws,needs-review,script-derived,pending-manual-review,https://en.wikipedia.org/wiki/Belhare_language,https://en.wikipedia.org/wiki/Devanagari,omniglot-langalph|worldswritingsystems
686,cda,,,Q2964447,Choni,9,Tibt,Tibetan,cda-tibt,Choni (Tibetan),Tibt,Tibetan,primary,omniglot-langalph+wws,needs-review,script-derived,pending-manual-review,https://en.wikipedia.org/wiki/Choni_language,https://en.wikipedia.org/wiki/Tibetan_alphabet,omniglot-langalph|worldswritingsystems
687,klr,,,Q56381,Khaling,9,Deva,Devanagari,klr-deva,Khaling (Devanagari),Deva,Devanagari,primary,omniglot-langalph+wws,needs-review,script-derived,pending-manual-review,https://en.wikipedia.org/wiki/Khaling_language,https://en.wikipedia.org/wiki/Devanagari,omniglot-langalph|worldswritingsystems
688,mqa,,,Q3273750,Maba,9,Arab,Arabic,mqa-arab,Maba (Arabic),Arab,Arabic,primary,omniglot-langalph+wws,needs-review,script-derived,pending-manual-review,https://en.wikipedia.org/wiki/Maba_language_(Indonesia),https://en.wikipedia.org/wiki/Arabic,omniglot-langalph|worldswritingsystems
689,njz,,,Q56870,Nishi,9,Deva,Devanagari,njz-deva,Nishi (Devanagari),Deva,Devanagari,primary,omniglot-langalph+wws,needs-review,script-derived,pending-manual-review,https://en.wikipedia.org/wiki/Nishi_language,https://en.wikipedia.org/wiki/Devanagari,omniglot-langalph|worldswritingsystems
690,kxm,,,Q3502234,Northern Khmer,9,Thai,Thai,kxm-thai,Northern Khmer (Thai),Thai,Thai,primary,omniglot-langalph+wws+wikidata,verified-primary,cross-verified,verified-by-wikidata,https://en.wikipedia.org/wiki/Northern_Khmer_dialect,https://en.wikipedia.org/wiki/Thai_alphabet,omniglot-langalph|worldswritingsystems|wikidata-p282
691,pww,,,Q7058885,Northern Pwo,9,Thai,Thai,pww-thai,Northern Pwo (Thai),Thai,Thai,primary,omniglot-langalph+wws+wikidata,verified-primary,cross-verified,verified-by-wikidata,https://en.wikipedia.org/wiki/Northern_Pwo_language,https://en.wikipedia.org/wiki/Thai_alphabet,omniglot-langalph|worldswritingsystems|wikidata-p282
692,rjs,,,Q12640969,Rajbanshi,9,Deva,Devanagari,rjs-deva,Rajbanshi (Devanagari),Deva,Devanagari,primary,omniglot-langalph+wws,needs-review,script-derived,pending-manual-review,https://en.wikipedia.org/wiki/Rajbanshi_language_(Nepal),https://en.wikipedia.org/wiki/Devanagari,omniglot-langalph|worldswritingsystems
693,pwo,,,Q7988202,Western Pwo,9,Mymr,Mon–Burmese script,pwo-mymr,Western Pwo (Mon–Burmese script),Mymr,Mon–Burmese script,primary,omniglot-langalph+wws,needs-review,script-derived,pending-manual-review,https://en.wikipedia.org/wiki/Western_Pwo_language,https://en.wikipedia.org/wiki/Mon%E2%80%93Burmese_script,omniglot-langalph|worldswritingsystems
694,crx,,,Q20614,Carrier,8,Cans,Canadian Aboriginal syllabics,crx-cans,Carrier (Canadian Aboriginal syllabics),Cans,Canadian Aboriginal syllabics,primary,omniglot-langalph+wws,needs-review,script-derived,pending-manual-review,https://en.wikipedia.org/wiki/Carrier_language,https://en.wikipedia.org/wiki/Unified_Canadian_Aboriginal_Syllabics_(Unicode_block),omniglot-langalph|worldswritingsystems
695,syw,,,Q12952538,Kagate,8,Deva,Devanagari,syw-deva,Kagate (Devanagari),Deva,Devanagari,primary,omniglot-langalph+wws+wikidata,verified-primary,cross-verified,verified-by-wikidata,https://en.wikipedia.org/wiki/Kagate_language,https://en.wikipedia.org/wiki/Devanagari,omniglot-langalph|worldswritingsystems|wikidata-p282
